10	5
12	5
13	8
14	14
15	10
16	8
17	20
18	19
19	16
20	23
21	43
22	35
23	35
24	63
25	48
26	63
27	70
28	83
29	84
30	102
31	86
32	95
33	112
34	94
35	85
36	117
37	116
38	112
39	106
40	98
41	91
42	108
43	108
44	118
45	107
46	111
47	116
48	95
49	105
50	97
51	95
52	86
53	89
54	90
55	75
56	70
57	75
58	75
59	59
60	56
61	63
62	61
63	57
64	54
65	43
66	47
67	38
68	30
69	26
70	33
71	19
72	17
73	27
74	15
75	16
76	13
77	15
78	14
79	7
80	10
81	7
82	5
83	7
84	6
85	7
86	6
